Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
"com.amaze.filemanager.filesystem.files.FileUtils.openWith(File,PreferenceActivity,boolean)",0,1,1,1
"com.amaze.filemanager.filesystem.files.FileUtils.openWith(Uri,PreferenceActivity,boolean)",13,1,4,11
"com.amaze.filemanager.filesystem.files.FileUtils.otgFolderSize(String,Context)",0,1,1,1
com.amaze.filemanager.filesystem.files.FileUtils.parse(String),0,1,1,1
"com.amaze.filemanager.filesystem.files.FileUtils.parseName(String,boolean)",25,6,14,18
com.amaze.filemanager.filesystem.files.FileUtils.readableFileSizeFloat(long),1,2,1,2
"com.amaze.filemanager.filesystem.files.FileUtils.scanFile(Context,HybridFile[])",8,1,5,5
"com.amaze.filemanager.filesystem.files.FileUtils.scanFile(HybridFile,Context)",14,1,8,8
"com.amaze.filemanager.filesystem.files.FileUtils.scanFile(Uri,Context)",0,1,1,1
"com.amaze.filemanager.filesystem.files.FileUtils.shareCloudFile(String,OpenMode,Context)",0,1,1,1
"com.amaze.filemanager.filesystem.files.FileUtils.shareFiles(ArrayList<File>,Activity,AppTheme,int)",10,1,5,8
com.amaze.filemanager.filesystem.files.FileUtils.splitUri(String),2,2,2,2
com.amaze.filemanager.filesystem.files.FileUtils.toHybridFileArrayList(LinkedList<String>),1,1,2,2
com.amaze.filemanager.filesystem.files.FileUtils.toHybridFileConcurrentRadixTree(ConcurrentRadixTree<VoidValue>),1,1,2,2
"com.amaze.filemanager.filesystem.files.FileUtils.uninstallPackage(String,Context)",1,1,2,2
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.GenericCopyUtil(Context,ProgressHandler)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.cloudCopy(OpenMode,BufferedInputStream)",2,1,2,2
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.copy(HybridFileParcelable,HybridFile,OnLowMemory,UpdatePosition)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.copyFile(BufferedInputStream,BufferedOutputStream,UpdatePosition)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.copyFile(BufferedInputStream,FileChannel,UpdatePosition)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.copyFile(FileChannel,BufferedOutputStream,UpdatePosition)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.copyFile(FileChannel,FileChannel,UpdatePosition)",0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.doCopy(ReadableByteChannel,WritableByteChannel,UpdatePosition)",4,1,5,5
"com.amaze.filemanager.filesystem.files.GenericCopyUtil.startCopy(boolean,OnLowMemory,UpdatePosition)",58,4,41,43
"com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.assertSha1Equals(byte[],File)",1,1,1,2
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.doTestCopyFile1(int),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.doTestCopyFile2(int),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.doTestCopyFile3(int),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.testCopyFile1(),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.testCopyFile2(),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest.testCopyFile3(),0,1,1,1
"com.amaze.filemanager.filesystem.files.GenericCopyUtilTest.assertSha1Equals(byte[],File)",1,1,1,2
com.amaze.filemanager.filesystem.files.GenericCopyUtilTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilTest.testCopyFile1(int),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilTest.testCopyFile2(int),0,1,1,1
com.amaze.filemanager.filesystem.files.GenericCopyUtilTest.testCopyFile3(int),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.bootstrap(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.tearDown(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testCreateUsingCustomProperties(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testCreateUsingEmptyPropeties(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testCreateWithNull(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testGetBaseContextFromCachedBaseContexts(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testGetBaseContextShouldDifferIfSpecifyQueryParameterInPath(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.testRepeatedCreateWithDifferentCustomProperties(),0,1,1,1
com.amaze.filemanager.filesystem.smb.CifsContextsTest.verifyCommonProperties(BaseContext),0,1,1,1
com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest.bootstrap(),0,1,1,1
"com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest.createSshServer(FileSystemFactory,int)",3,1,3,3
com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest.prepareSshConnection(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest.setUp(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest.tearDown(),2,1,3,3
com.amaze.filemanager.filesystem.ssh.CreateFileOnSshdTest.testCreateFileNormal(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.CreateFileOnSshdTest.testCreateFilePermissionDenied(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.createNecessaryDirsForSymlinkRelatedTests(),2,1,3,3
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.performVerify(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.testListDirsAndBrokenSymlinks(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.testListDirsAndFilesAndSymlinks(),4,1,3,3
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.testListDirsAndSymlinks(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.testListDirsWithDirectPathToDir(),1,1,2,2
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest.testNormalListDirs(),1,1,2,2
com.amaze.filemanager.filesystem.ssh.SshClientUtils.checkFolder(String),3,1,1,2
com.amaze.filemanager.filesystem.ssh.SshClientUtils.decryptSshPathAsNecessary(String),2,1,3,3
"com.amaze.filemanager.filesystem.ssh.SshClientUtils.deriveSftpPathFrom(String,int,String,String,String,KeyPair)",3,1,2,4
com.amaze.filemanager.filesystem.ssh.SshClientUtils.encryptSshPathAsNecessary(String),2,1,3,3
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SFtpClientTemplate<T>),8,1,4,5
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SshClientSessionTemplate<T>),8,1,5,5
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SshClientTemplate<T>),6,1,5,5
com.amaze.filemanager.filesystem.ssh.SshClientUtils.extractBaseUriFrom(String),1,1,2,2
com.amaze.filemanager.filesystem.ssh.SshClientUtils.extractRemotePathFrom(String),1,1,2,2
"com.amaze.filemanager.filesystem.ssh.SshClientUtils.isDirectory(SFTPClient,RemoteResourceInfo)",3,2,3,3
"com.amaze.filemanager.filesystem.ssh.SshClientUtils.launchSftp(HybridFileParcelable,MainActivity)",10,1,5,5
com.amaze.filemanager.filesystem.ssh.SshClientUtils.tryDisconnect(SSHClient),4,1,4,4
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testDeriveSftpPathFrom(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectoryNormal(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkBrokenDirectory(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkBrokenFile(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkNormal(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectoryWithFile(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.bootstrap(),8,2,3,5
"com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.createSshServer(String,String)",2,1,2,2
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.tearDown(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrl(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlAndKeyAuth(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential1(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential2(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential3(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential4(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexPassword1(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexPassword2(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword1(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword2(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword3(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword4(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUsernameAndKey(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUsernameAndPassword(),0,1,1,1
"com.amaze.filemanager.filesystem.ssh.Statvfs.Response.Response(String,Response)",1,2,2,2
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.diskFreeSpace(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.diskSize(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.getFileSystemId(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.getRawFileSystemId(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.readUInt64FromBuffer(Buffer),0,1,1,1
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.toString(),0,1,1,1
"com.amaze.filemanager.filesystem.ssh.Statvfs.request(SFTPClient,String)",0,1,1,1
"com.amaze.filemanager.filesystem.ssh.test.BlockFileCreationFileSystemProvider.newFileChannel(Path,Set<? extends OpenOption>,FileAttribute<?>...)",0,1,1,1
"com.amaze.filemanager.filesystem.ssh.test.BlockFileCreationFileSystemProvider.newOutputStream(Path,OpenOption...)",0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.TestKeyProvider(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getKeyPair(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getPrivate(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getPublic(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getType(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.loadKeys(),0,1,1,1
com.amaze.filemanager.filesystem.ssh.test.TestUtils.createKeyPair(),1,1,2,2
"com.amaze.filemanager.filesystem.ssh.test.TestUtils.saveSshConnectionSettings(KeyPair,String,String,PrivateKey)",6,1,4,5
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.addUsbOtgDevice(Activity),6,1,3,4
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbConfigurationConstructor(int,String,int,int)",0,1,1,1
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,Parcelable[])",0,1,1,1
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,String,String,String)",0,1,1,1
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,String,String,String,String)",0,1,1,1
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbInterfaceConstructor(int,int,String,int,int,int)",0,1,1,1
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbInterfaceConstructor(int,int,int,int,Parcelable[])",0,1,1,1
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbConfiguration(UsbConfiguration),0,1,1,1
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbDevice(),0,1,1,1
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbDevice(UsbDevice),0,1,1,1
com.amaze.filemanager.filesystem.usb.SingletonUsbOtgTest.usbConnectionTest(),0,1,1,1
com.amaze.filemanager.filesystem.usb.UsbOtgTest.usbConnectionTest(),3,3,2,3
com.amaze.filemanager.shadows.ShadowMultiDex.install(Context),0,1,1,1
"com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.__constructor__(URL,NtlmPasswordAuthentication)",0,1,1,1
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.getInputStream(),0,1,1,1
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.length(),0,1,1,1
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.listFiles(),0,1,1,1
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.setFile(File),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign1(),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign2(),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign3(),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign4(),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptUriWithNoPassword(),0,1,1,1
com.amaze.filemanager.ssh.SshClientUtilTest.testExtractRemotePathFromUri(),0,1,1,1
"com.amaze.filemanager.test.DummyFileGenerator.createFile(File,int)",4,1,2,4
com.amaze.filemanager.test.ShadowCryptUtil.aesDecryptPassword(String),0,1,1,1
com.amaze.filemanager.test.ShadowCryptUtil.aesEncryptPassword(String),0,1,1,1
"com.amaze.filemanager.test.ShadowCryptUtil.decryptPassword(Context,String)",0,1,1,1
"com.amaze.filemanager.test.ShadowCryptUtil.encryptPassword(Context,String)",0,1,1,1
com.amaze.filemanager.test.ShadowCryptUtilTest.setUp(),0,1,1,1
com.amaze.filemanager.test.ShadowCryptUtilTest.tearDown(),0,1,1,1
com.amaze.filemanager.test.ShadowCryptUtilTest.testEncryptDecrypt(),0,1,1,1
com.amaze.filemanager.test.ShadowCryptUtilTest.testWithUtilsHandler(),0,1,1,1
"com.amaze.filemanager.test.ShadowShellInteractive.addCommand(String,int,OnCommandResultListener)",1,1,2,2
com.amaze.filemanager.test.ShadowShellInteractive.isRunning(),0,1,1,1
com.amaze.filemanager.test.ShadowShellInteractive.waitForIdle(),0,1,1,1
com.amaze.filemanager.test.TestUtils.addVolumeToStorageManager(Parcel),0,1,1,1
com.amaze.filemanager.test.TestUtils.initializeExternalStorage(),3,1,4,4
com.amaze.filemanager.test.TestUtils.initializeInternalStorage(),3,1,4,4
com.amaze.filemanager.ui.ColorCircleDrawable.ColorCircleDrawable(int),0,1,1,1
com.amaze.filemanager.ui.ColorCircleDrawable.draw(Canvas),0,1,1,1
com.amaze.filemanager.ui.ColorCircleDrawable.getOpacity(),0,1,1,1
com.amaze.filemanager.ui.ColorCircleDrawable.onBoundsChange(Rect),0,1,1,1
com.amaze.filemanager.ui.ColorCircleDrawable.setAlpha(int),0,1,1,1
com.amaze.filemanager.ui.ColorCircleDrawable.setColorFilter(ColorFilter),0,1,1,1
"com.amaze.filemanager.ui.ItemPopupMenu.ItemPopupMenu(Context,MainActivity,UtilitiesProvider,MainFragment,LayoutElementParcelable,View,SharedPreferences)",0,1,1,1
com.amaze.filemanager.ui.ItemPopupMenu.onMenuItemClick(MenuItem),26,2,9,21
com.amaze.filemanager.ui.activities.AboutActivity.calculateHeaderViewParams(),0,1,1,1
com.amaze.filemanager.ui.activities.AboutActivity.onClick(View),3,1,1,16
com.amaze.filemanager.ui.activities.AboutActivity.onCreate(Bundle),5,1,4,4
com.amaze.filemanager.ui.activities.AboutActivity.onDestroy(),1,1,2,2
com.amaze.filemanager.ui.activities.AboutActivity.onOptionsItemSelected(MenuItem),1,1,1,2
com.amaze.filemanager.ui.activities.AboutActivity.switchIcons(),2,1,3,3
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.getDbTableNames(Cursor),3,1,3,3
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.load(File),8,1,5,5
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onBackPressed(),0,1,1,1
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onDestroy(),3,1,4,4
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onOptionsItemSelected(MenuItem),1,1,2,2
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onPrepareOptionsMenu(Menu),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.FabActionListener.FabActionListener(MainActivity),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.FabActionListener.onActionSelected(SpeedDialActionItem),1,1,1,4
com.amaze.filemanager.ui.activities.MainActivity.addConnection(OpenMode),6,1,5,5
"com.amaze.filemanager.ui.activities.MainActivity.addConnection(boolean,String,String,String,String,String)",7,1,4,4
com.amaze.filemanager.ui.activities.MainActivity.checkForExternalIntent(Intent),21,2,12,13
com.amaze.filemanager.ui.activities.MainActivity.checkForExternalPermission(),37,1,10,10
com.amaze.filemanager.ui.activities.MainActivity.clearFabActionItems(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.closeInteractiveShell(),4,1,3,3
"com.amaze.filemanager.ui.activities.MainActivity.copyToClipboard(Context,String)",1,1,1,2
"com.amaze.filemanager.ui.activities.MainActivity.delete(String,String)",0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.deleteConnection(OpenMode),0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.deleteConnection(String,String)",1,1,2,2
"com.amaze.filemanager.ui.activities.MainActivity.executeWithMainFragment(Function<MainFragment, Void>)",0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.executeWithMainFragment(Function<MainFragment, Void>,boolean)",5,1,4,4
com.amaze.filemanager.ui.activities.MainActivity.exit(),4,1,2,3
com.amaze.filemanager.ui.activities.MainActivity.fabButtonClick(FabWithLabelView),2,1,2,2
com.amaze.filemanager.ui.activities.MainActivity.getAppbar(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.getCurrentMainFragment(),3,2,3,3
com.amaze.filemanager.ui.activities.MainActivity.getDrawer(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.getFAB(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.getFragmentAtFrame(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.getPaste(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectories(),3,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectoriesLegacy(),43,1,22,25
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectoriesNew(),14,3,6,8
com.amaze.filemanager.ui.activities.MainActivity.getTabFragment(),2,2,1,2
com.amaze.filemanager.ui.activities.MainActivity.getUsbDrive(),9,5,6,10
com.amaze.filemanager.ui.activities.MainActivity.goToMain(String),9,1,7,9
com.amaze.filemanager.ui.activities.MainActivity.hideSmokeScreen(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.initBottomDragListener(boolean),2,1,2,2
"com.amaze.filemanager.ui.activities.MainActivity.initCornersDragListener(boolean,boolean)",0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.initFabTitle(int,int,int)",1,1,1,4
com.amaze.filemanager.ui.activities.MainActivity.initFabToSave(ArrayList<Uri>),0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.initLeftRightAndTopDragListeners(boolean,boolean)",0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.initialiseFab(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.initialisePreferences(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.initialiseViews(),5,1,3,5
com.amaze.filemanager.ui.activities.MainActivity.initializeFabActionViews(),20,7,12,12
com.amaze.filemanager.ui.activities.MainActivity.initializeInteractiveShell(),1,1,2,2
com.amaze.filemanager.ui.activities.MainActivity.invalidateFragmentAndBundle(Bundle),20,1,11,11
com.amaze.filemanager.ui.activities.MainActivity.invalidatePasteSnackbar(boolean),1,1,2,2
"com.amaze.filemanager.ui.activities.MainActivity.modify(String,String,String,String)",0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.onActivityResult(int,int,Intent)",38,4,16,25
com.amaze.filemanager.ui.activities.MainActivity.onBackPressed(),26,2,14,14
com.amaze.filemanager.ui.activities.MainActivity.onCancelled(),1,2,1,2
com.amaze.filemanager.ui.activities.MainActivity.onConfigurationChanged(Configuration),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.onCreate(Bundle),5,1,5,5
"com.amaze.filemanager.ui.activities.MainActivity.onCreateLoader(int,Bundle)",10,2,4,13
com.amaze.filemanager.ui.activities.MainActivity.onCreateOptionsMenu(Menu),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.onDestroy(),2,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.onFolderChooserDismissed(FolderChooserDialog),0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.onFolderSelection(FolderChooserDialog,File)",10,1,5,6
"com.amaze.filemanager.ui.activities.MainActivity.onKeyDown(int,KeyEvent)",1,2,1,2
"com.amaze.filemanager.ui.activities.MainActivity.onLoadFinished(Loader<Cursor>,Cursor)",5,4,3,6
com.amaze.filemanager.ui.activities.MainActivity.onLoaderReset(Loader<Cursor>),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.onNewIntent(Intent),20,1,12,12
com.amaze.filemanager.ui.activities.MainActivity.onOptionsItemSelected(MenuItem),23,3,7,19
com.amaze.filemanager.ui.activities.MainActivity.onPause(),2,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.onPostCreate(Bundle),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.onPostExecute(String),1,2,1,2
com.amaze.filemanager.ui.activities.MainActivity.onPreExecute(String),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.onPrepareOptionsMenu(Menu),23,1,12,14
"com.amaze.filemanager.ui.activities.MainActivity.onProgressUpdate(HybridFileParcelable,String)",1,2,1,2
com.amaze.filemanager.ui.activities.MainActivity.onResume(),3,1,4,4
com.amaze.filemanager.ui.activities.MainActivity.onSaveInstanceState(Bundle),2,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.openCompressed(String),0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.renameBookmark(String,String)",3,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.saveExternalIntent(ArrayList<Uri>),13,1,5,5
com.amaze.filemanager.ui.activities.MainActivity.saveExternalIntentExtras(),4,1,3,3
com.amaze.filemanager.ui.activities.MainActivity.setPagingEnabled(boolean),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.setPaste(PasteHelper),0,1,1,1
"com.amaze.filemanager.ui.activities.MainActivity.showSMBDialog(String,String,boolean)",4,1,4,4
"com.amaze.filemanager.ui.activities.MainActivity.showSftpDialog(String,String,boolean)",8,1,7,7
com.amaze.filemanager.ui.activities.MainActivity.showSmokeScreen(),0,1,1,1
com.amaze.filemanager.ui.activities.MainActivity.updatePaths(int),1,1,2,2
com.amaze.filemanager.ui.activities.MainActivity.updateUsbInformation(),17,5,8,9
com.amaze.filemanager.ui.activities.MainActivity.updateViews(ColorDrawable),5,1,4,5
com.amaze.filemanager.ui.activities.MainActivityTest.setUp(),1,1,2,2
com.amaze.filemanager.ui.activities.MainActivityTest.tearDown(),1,1,2,2
com.amaze.filemanager.ui.activities.MainActivityTest.testUpdateSmbExceptionShouldNotThrowNPE(),2,1,2,2
com.amaze.filemanager.ui.activities.PreferencesActivity.getRestartActivity(),0,1,1,1
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateNavBar(),7,1,6,7
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateRecentsColorAndIcon(),1,1,2,2
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateToolbarColor(),0,1,1,1
"com.amaze.filemanager.ui.activities.PreferencesActivity.loadPrefFragment(PreferenceFragmentCompat,int)",0,1,1,1
com.amaze.filemanager.ui.activities.PreferencesActivity.onBackPressed(),7,3,4,6
com.amaze.filemanager.ui.activities.PreferencesActivity.onCreate(Bundle),3,1,3,3
com.amaze.filemanager.ui.activities.PreferencesActivity.onFolderChooserDismissed(FolderChooserDialog),0,1,1,1
"com.amaze.filemanager.ui.activities.PreferencesActivity.onFolderSelection(FolderChooserDialog,File)",2,1,3,3
com.amaze.filemanager.ui.activities.PreferencesActivity.onOptionsItemSelected(MenuItem),9,2,4,7
com.amaze.filemanager.ui.activities.PreferencesActivity.onSaveInstanceState(Bundle),0,1,1,1
com.amaze.filemanager.ui.activities.PreferencesActivity.restartActivity(Activity),2,2,2,3
com.amaze.filemanager.ui.activities.PreferencesActivity.restoreListViewState(int),0,1,1,1
"com.amaze.filemanager.ui.activities.PreferencesActivity.saveListViewState(int,Parcelable)",0,1,1,1
com.amaze.filemanager.ui.activities.PreferencesActivity.selectItem(int),1,1,1,6
com.amaze.filemanager.ui.activities.PreferencesActivity.setRestartActivity(),0,1,1,1
com.amaze.filemanager.ui.activities.TextEditorActivityEspressoTest.setUp(),0,1,1,1
com.amaze.filemanager.ui.activities.TextEditorActivityEspressoTest.testOpenFile(),1,1,2,2
com.amaze.filemanager.ui.activities.TextEditorActivityTest.generateActivity(Intent),0,1,1,1
com.amaze.filemanager.ui.activities.TextEditorActivityTest.simulateFile(),1,1,2,2
com.amaze.filemanager.ui.activities.TextEditorActivityTest.tearDown(),0,1,1,1
com.amaze.filemanager.ui.activities.TextEditorActivityTest.testOpenContentUri(),0,1,1,1
com.amaze.filemanager.ui.activities.TextEditorActivityTest.testOpenFileUri(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.BasicActivity.getAppConfig(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.BasicActivity.getAppTheme(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.BasicActivity.getColorPreference(),0,1,1,1
com.amaze.filemanager.ui.activities.superclasses.BasicActivity.getUtilsProvider(),0,1,1,1
