Complexity metrics,Wed., 13 Oct. 2021 12:23:24 EDT,,
Method,CogC,ev(G),iv(G),v(G)
null.getType(),0,n/a,n/a,n/a
null.getUncompressedCount(),0,n/a,n/a,n/a
"null.hideOption(int,Menu)",0,1,1,1
null.init(),17,n/a,n/a,n/a
null.initMenu(Menu),0,1,1,1
null.invalidName(HybridFile),0,n/a,n/a,n/a
null.isCancelled(),0,1,1,1
null.launchSAF(HybridFile),0,n/a,n/a,n/a
"null.launchSAF(HybridFile,HybridFile)",0,n/a,n/a,n/a
null.migrate(SupportSQLiteDatabase),0,1,1,1
null.newArray(int),0,1,1,1
"null.onActionItemClicked(ActionMode,MenuItem)",29,2,12,26
null.onAnimationCancel(Animator),0,n/a,n/a,n/a
null.onAnimationEnd(Animator),0,n/a,n/a,n/a
null.onAnimationRepeat(Animator),0,n/a,n/a,n/a
null.onAnimationStart(Animator),1,n/a,n/a,n/a
null.onButtonPressed(Intent),3,n/a,n/a,n/a
"null.onButtonPressed(Intent,String)",0,n/a,n/a,n/a
null.onChanged(),0,n/a,n/a,n/a
"null.onChildViewAdded(View,View)",0,n/a,n/a,n/a
"null.onChildViewRemoved(View,View)",0,n/a,n/a,n/a
null.onComplete(),0,n/a,n/a,n/a
"null.onCreateActionMode(ActionMode,Menu)",2,1,3,3
null.onDestroyActionMode(ActionMode),4,1,4,4
null.onDown(MotionEvent),0,n/a,n/a,n/a
null.onDrawerClosed(View),0,n/a,n/a,n/a
null.onDrawerOpened(View),0,n/a,n/a,n/a
null.onError(Throwable),0,n/a,n/a,n/a
null.onErrorResponse(VolleyError),0,n/a,n/a,n/a
null.onFinish(),0,1,1,1
"null.onLoadFailed(GlideException,Object,Target,boolean)",0,n/a,n/a,n/a
null.onLongPress(MotionEvent),4,n/a,n/a,n/a
null.onPostExecute(Boolean),1,n/a,n/a,n/a
null.onPostExecute(String),0,n/a,n/a,n/a
null.onPostExecute(Void),2,n/a,n/a,n/a
null.onPreExecute(),0,n/a,n/a,n/a
"null.onPrepareActionMode(ActionMode,Menu)",64,2,24,25
null.onProgressUpdate(Object...),0,n/a,n/a,n/a
"null.onReceive(Context,Intent)",0,1,1,1
"null.onResourceReady(Drawable,Object,Target<Drawable>,DataSource,boolean)",0,n/a,n/a,n/a
"null.onResponse(ImageContainer,boolean)",0,n/a,n/a,n/a
null.onSingleTapConfirmed(MotionEvent),5,n/a,n/a,n/a
"null.onStart(long,String)",0,1,1,1
null.onSubscribe(Disposable),0,n/a,n/a,n/a
null.onSuccess(List<String>),2,n/a,n/a,n/a
null.onSuccess(Spanned),0,n/a,n/a,n/a
"null.onTextChanged(CharSequence,int,int,int)",1,n/a,n/a,n/a
null.onTick(long),0,n/a,n/a,n/a
null.onUpdate(DatapointParcelable),1,n/a,n/a,n/a
null.onUpdate(String),0,1,1,1
null.read(),0,n/a,n/a,n/a
null.read(byte[]),0,n/a,n/a,n/a
"null.read(byte[],int,int)",0,n/a,n/a,n/a
null.refresh(),0,n/a,n/a,n/a
null.reqPassword(Resource<?>),0,n/a,n/a,n/a
null.run(),1,n/a,n/a,n/a
null.searchFinished(),4,n/a,n/a,n/a
null.shouldRetry(Resource<?>),0,n/a,n/a,n/a
"null.showOption(int,Menu)",0,1,1,1
"null.updateViews(long,StringBuilder,StringBuilder,int...)",23,n/a,n/a,n/a
null.write(byte[]),0,n/a,n/a,n/a
"null.write(byte[],int,int)",0,n/a,n/a,n/a
null.write(int),0,n/a,n/a,n/a
,,,,
Class,OCavg,OCmax,WMC,
com.amaze.filemanager.AmazeFileManagerModule,1,1,1,
com.amaze.filemanager.LogHelper,1.5,2,3,
com.amaze.filemanager.TagsHelper,1,1,2,
com.amaze.filemanager.adapters.ColorAdapter,1.25,2,5,
com.amaze.filemanager.adapters.CompressedExplorerAdapter,2.87,17,43,
com.amaze.filemanager.adapters.HiddenAdapter,1.83,6,11,
com.amaze.filemanager.adapters.RecyclerAdapter,5.41,1,184,
com.amaze.filemanager.adapters.RecyclerAdapter.ListItem,1.45,3,16,
com.amaze.filemanager.adapters.data.CompressedObjectParcelable,1.67,3,15,
com.amaze.filemanager.adapters.data.CompressedObjectParcelable.Sorter,5,5,5,
com.amaze.filemanager.adapters.data.IconDataParcelable,1.33,2,12,
com.amaze.filemanager.adapters.data.LayoutElementParcelable,1.64,7,23,
com.amaze.filemanager.adapters.data.StorageDirectoryParcelable,1,1,7,
com.amaze.filemanager.adapters.glide.AppsAdapterPreloadModel,1.5,2,9,
com.amaze.filemanager.adapters.glide.RecyclerPreloadModelProvider,2.67,3,8,
com.amaze.filemanager.adapters.glide.RecyclerPreloadSizeProvider,1.25,1,5,
com.amaze.filemanager.adapters.glide.RecyclerPreloadSizeProvider.SizeViewTarget,1,1,2,
com.amaze.filemanager.adapters.glide.apkimage.ApkImageDataFetcher,1.17,2,7,
com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoader,1,1,3,
com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoaderFactory,1,1,3,
com.amaze.filemanager.adapters.glide.cloudicon.CloudIconModelFactory,1,1,3,
com.amaze.filemanager.adapters.glide.cloudicon.CloudIconModelLoader,1,1,3,
com.amaze.filemanager.application.AppConfig,1.53,4,26,
com.amaze.filemanager.application.AppConfigTest,1,1,8,
com.amaze.filemanager.application.GlideApplication,1,1,1,
com.amaze.filemanager.asynchronous.AbstractRepeatingRunnable,1.33,2,4,
com.amaze.filemanager.asynchronous.SaveOnDataUtilsChange,1.33,3,8,
com.amaze.filemanager.asynchronous.asynctasks.AsyncTaskResult,1,1,2,
com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,9.75,33,39,
com.amaze.filemanager.asynchronous.asynctasks.CountItemsOrAndSizeTask,1.8,3,9,
com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,2.75,9,22,
com.amaze.filemanager.asynchronous.asynctasks.DbViewerTaskTest,1,1,5,
com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,2.86,6,20,
com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,2.5,5,20,
com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,5.5,32,88,
com.amaze.filemanager.asynchronous.asynctasks.LoadFolderSpaceDataTask,2,3,12,
com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,5.8,14,29,
com.amaze.filemanager.asynchronous.asynctasks.MoveFilesTest,1,1,2,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,3.58,8,43,
com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask.CopyNode,1.88,4,15,
com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,2.25,5,27,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest,1,1,4,
com.amaze.filemanager.asynchronous.asynctasks.ssh.PemToKeyPairTaskTest2,1,1,4,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.read.ReadTextFileCallable,3.67,7,11,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallable,4,8,12,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest,1,1,8,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BlockAllOutputStreamsFileUtil,1,1,1,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.BypassMountPartitionRootUtils,1,1,1,
com.amaze.filemanager.asynchronous.asynctasks.texteditor.write.WriteTextFileCallableTest.ShellNotRunningRootUtils,1,1,1,
com.amaze.filemanager.asynchronous.broadcast_receivers.PackageReceiver,1,1,2,
com.amaze.filemanager.asynchronous.loaders.AppListLoader,2.5,1,25,
com.amaze.filemanager.asynchronous.loaders.AppListLoader.AppsDataPair,1,1,1,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil,2,1,10,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.ServiceWatcherRepeatingRunnable,5.5,10,11,
com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil.WaitNotificationThread,3,5,6,
com.amaze.filemanager.asynchronous.services.AbstractProgressiveService,1.86,7,26,
com.amaze.filemanager.asynchronous.services.CopyService,1.06,1,17,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground,2.25,4,9,
com.amaze.filemanager.asynchronous.services.CopyService.DoInBackground.Copy,6.25,14,25,
com.amaze.filemanager.asynchronous.services.DecryptService,1,1,17,
com.amaze.filemanager.asynchronous.services.DecryptService.BackgroundTask,2.5,4,5,
com.amaze.filemanager.asynchronous.services.EncryptService,1,1,16,
com.amaze.filemanager.asynchronous.services.EncryptService.BackgroundTask,2,3,4,
com.amaze.filemanager.asynchronous.services.ExtractService,1,1,17,
com.amaze.filemanager.asynchronous.services.ExtractService.DoWork,2.7,6,27,
com.amaze.filemanager.asynchronous.services.ftp.FtpTileService,1.6,3,8,
com.amaze.filemanager.crashreport.ErrorActivity,2,1,38,
com.amaze.filemanager.crashreport.ErrorActivity.ErrorInfo,1,1,7,
com.amaze.filemanager.database.CloudContract,n/a,n/a,0,
com.amaze.filemanager.database.CloudHandler,1.67,2,10,
com.amaze.filemanager.database.CryptHandler,1,1,7,
com.amaze.filemanager.database.CryptHandler.CryptHandlerHolder,n/a,n/a,0,
com.amaze.filemanager.database.ExplorerDatabase,1,1,8,
com.amaze.filemanager.database.ExplorerDatabaseMigrationTest,1,1,4,
com.amaze.filemanager.database.MigrationTestHelper,1.9,3,38,
com.amaze.filemanager.database.MigrationTestHelper.CreatingDelegate,1.33,2,4,
com.amaze.filemanager.database.MigrationTestHelper.MigratingDelegate,4.67,12,14,
com.amaze.filemanager.database.MigrationTestHelper.RoomOpenHelperDelegate,1,1,4,
com.amaze.filemanager.database.SortHandler,1.29,3,9,
com.amaze.filemanager.database.SortHandler.SortHandlerHolder,n/a,n/a,0,
com.amaze.filemanager.database.TabHandler,1,1,7,
com.amaze.filemanager.database.TabHandler.TabHandlerHolder,n/a,n/a,0,
com.amaze.filemanager.database.UtilitiesDatabase,1,1,5,
com.amaze.filemanager.database.UtilsHandler,2.48,9,52,
com.amaze.filemanager.database.UtilsHandler.Operation,n/a,n/a,0,
com.amaze.filemanager.database.UtilsHandlerTest,1.25,2,10,
com.amaze.filemanager.database.models.OperationData,2.25,3,9,
com.amaze.filemanager.database.models.StringWrapper,1,1,2,
com.amaze.filemanager.database.models.explorer.CloudEntry,1,1,8,
com.amaze.filemanager.database.models.explorer.EncryptedEntry,1,1,8,
com.amaze.filemanager.database.models.explorer.Sort,1,1,1,
com.amaze.filemanager.database.models.explorer.Tab,1.5,2,3,
com.amaze.filemanager.database.models.utilities.Bookmark,1,1,1,
com.amaze.filemanager.database.models.utilities.Grid,1,1,1,
com.amaze.filemanager.database.models.utilities.Hidden,1,1,1,
com.amaze.filemanager.database.models.utilities.History,1,1,1,
com.amaze.filemanager.database.models.utilities.List,1,1,1,
com.amaze.filemanager.database.models.utilities.OperationData,1,1,2,
com.amaze.filemanager.database.models.utilities.OperationDataWithName,1,1,1,
com.amaze.filemanager.database.models.utilities.SftpEntry,2,3,4,
com.amaze.filemanager.database.models.utilities.SmbEntry,1,1,1,
com.amaze.filemanager.database.typeconverters.EncryptedStringTypeConverter,1,1,2,
com.amaze.filemanager.database.typeconverters.OpenModeTypeConverter,1,1,2,
com.amaze.filemanager.file_operations.exceptions.CloudPluginException,n/a,n/a,0,
com.amaze.filemanager.file_operations.exceptions.ShellNotRunningException,1,1,1,
com.amaze.filemanager.file_operations.exceptions.StreamNotFoundException,1,1,4,
com.amaze.filemanager.file_operations.filesystem.OpenMode,1,1,1,
com.amaze.filemanager.file_operations.filesystem.StorageNaming,5,5,5,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamServer,2,4,10,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamServer.HTTPSession,6.25,19,75,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamServer.Response,1,1,3,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamSource,1.5,2,12,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamSourceTest,1.11,2,20,
com.amaze.filemanager.file_operations.filesystem.cloud.CloudStreamer,2.5,9,15,
com.amaze.filemanager.file_operations.filesystem.compressed.ArchivePasswordCache,1,1,17,
com.amaze.filemanager.file_operations.filesystem.compressed.ArchivePasswordCache.ArchivePasswordCacheHolder,n/a,n/a,0,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer,1.33,1,4,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession,6.25,19,75,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.Response,1,1,2,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource,1.4,2,14,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest,1.11,2,21,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer,2.71,10,19,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream,1.14,2,8,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg,1.25,2,10,
com.amaze.filemanager.file_operations.filesystem.usb.UsbOtgRepresentation,1.67,2,5,
com.amaze.filemanager.file_operations.shadows.ShadowMultiDex,1,1,1,
com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile,1,1,5,
com.amaze.filemanager.filesystem.CustomFileObserver,2.1,1,21,
com.amaze.filemanager.filesystem.CustomFileObserver.FileTimerTask,2.67,5,8,
com.amaze.filemanager.filesystem.EditableFileAbstraction,8,8,8,
com.amaze.filemanager.filesystem.EditableFileAbstraction.Scheme,n/a,n/a,0,
com.amaze.filemanager.filesystem.EditableFileAbstractionTest,1,1,4,
com.amaze.filemanager.filesystem.FileUtil,5.33,5,32,
com.amaze.filemanager.filesystem.HybridFile,3.85,16,254,
com.amaze.filemanager.filesystem.HybridFileParcelable,1.32,2,37,
com.amaze.filemanager.filesystem.HybridFileParcelableTest,1,1,16,
com.amaze.filemanager.filesystem.MediaStoreHack,3.22,10,29,
com.amaze.filemanager.filesystem.Operations,5.71,19,80,
com.amaze.filemanager.filesystem.OperationsTest,1,1,24,
com.amaze.filemanager.filesystem.OperationsTest.AbstractErrorCallback,1,1,5,
com.amaze.filemanager.filesystem.PasteHelper,1.5,5,24,
com.amaze.filemanager.filesystem.RootHelper,3.3,7,33,
com.amaze.filemanager.filesystem.RootHelperTest,2,4,8,
com.amaze.filemanager.filesystem.cloud.CloudUtil,2.9,7,29,
com.amaze.filemanager.filesystem.compressed.B0rkenZipTest,1,1,10,
com.amaze.filemanager.filesystem.compressed.CompressedHelper,2.29,9,32,
com.amaze.filemanager.filesystem.compressed.CompressedHelperTest,1,1,9,
com.amaze.filemanager.filesystem.compressed.TestArchives,1.33,2,4,
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor,2.2,3,11,
com.amaze.filemanager.filesystem.compressed.extractcontents.Extractor.EmptyArchiveNotice,n/a,n/a,0,
com.amaze.filemanager.filesystem.compressed.sevenz.AES256SHA256Decoder,2.4,8,12,
com.amaze.filemanager.filesystem.compressed.sevenz.Archive,1.67,2,5,
com.amaze.filemanager.filesystem.compressed.sevenz.BindPair,1,1,1,
com.amaze.filemanager.filesystem.compressed.sevenz.BoundedFileChannelInputStream,2.4,5,12,
com.amaze.filemanager.filesystem.compressed.sevenz.Coder,n/a,n/a,0,
com.amaze.filemanager.filesystem.compressed.sevenz.CoderBase,1.5,3,9,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders,1.67,2,5,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BCJDecoder,1,1,3,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.BZIP2Decoder,1,1,3,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.CopyDecoder,1,1,2,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.Deflate64Decoder,1,1,2,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder,1,1,3,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderInputStream,1,1,5,
com.amaze.filemanager.filesystem.compressed.sevenz.Coders.DeflateDecoder.DeflateDecoderOutputStream,1,1,5,
com.amaze.filemanager.filesystem.compressed.sevenz.DeltaDecoder,1.17,2,7,
com.amaze.filemanager.filesystem.compressed.sevenz.Folder,3.17,4,19,
com.amaze.filemanager.filesystem.compressed.sevenz.LZMA2Decoder,1.56,4,14,
com.amaze.filemanager.filesystem.compressed.sevenz.LZMADecoder,1.25,2,10,
com.amaze.filemanager.filesystem.compressed.sevenz.NID,n/a,n/a,0,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZArchiveEntry,1.17,3,54,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZFile,4.09,38,192,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZMethod,1.67,3,5,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZMethodConfiguration,1.25,2,5,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZOutputFile,3.08,2,114,
com.amaze.filemanager.filesystem.compressed.sevenz.SevenZOutputFile.OutputStreamWrapper,1.2,2,6,
com.amaze.filemanager.filesystem.compressed.sevenz.StartHeader,n/a,n/a,0,
com.amaze.filemanager.filesystem.compressed.sevenz.StreamMap,1,1,1,
com.amaze.filemanager.filesystem.compressed.sevenz.SubStreamsInfo,n/a,n/a,0,
com.amaze.filemanager.filesystem.files.CryptUtil,2.62,3,42,
com.amaze.filemanager.filesystem.files.CryptUtil.RSAKeygen,1.83,3,11,
com.amaze.filemanager.filesystem.files.CryptUtilTest,1,1,3,
com.amaze.filemanager.filesystem.files.EncryptDecryptUtils,2.6,6,13,
com.amaze.filemanager.filesystem.files.FileListSorter,4.25,14,17,
com.amaze.filemanager.filesystem.files.FileListSorterTest,1,1,22,
com.amaze.filemanager.filesystem.files.FileUtils,2.42,15,143,
com.amaze.filemanager.filesystem.files.GenericCopyUtil,4.11,26,37,
com.amaze.filemanager.filesystem.files.GenericCopyUtilEspressoTest,1.12,2,9,
com.amaze.filemanager.filesystem.files.GenericCopyUtilTest,1.2,2,6,
com.amaze.filemanager.filesystem.smb.CifsContextsTest,1,1,9,
com.amaze.filemanager.filesystem.ssh.AbstractSftpServerTest,1.2,2,6,
com.amaze.filemanager.filesystem.ssh.CreateFileOnSshdTest,1,1,3,
com.amaze.filemanager.filesystem.ssh.ListFilesOnSshdTest,1.86,3,13,
com.amaze.filemanager.filesystem.ssh.SshClientUtils,2,4,30,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest,1,1,6,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest,1.1,2,23,
com.amaze.filemanager.filesystem.ssh.Statvfs,1,1,1,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response,1.14,2,8,
com.amaze.filemanager.filesystem.ssh.test.BlockFileCreationFileSystemProvider,1,1,2,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider,1,1,6,
com.amaze.filemanager.filesystem.ssh.test.TestUtils,2.5,4,5,
com.amaze.filemanager.filesystem.usb.ReflectionHelpers,1.2,3,12,
com.amaze.filemanager.filesystem.usb.SingletonUsbOtgTest,1,1,1,
com.amaze.filemanager.filesystem.usb.UsbOtgTest,3,3,3,
com.amaze.filemanager.shadows.ShadowMultiDex,1,1,1,
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile,1,1,5,
com.amaze.filemanager.ssh.SshClientUtilTest,1,1,5,
com.amaze.filemanager.test.DummyFileGenerator,3,3,3,
com.amaze.filemanager.test.ShadowCryptUtil,1,1,4,
com.amaze.filemanager.test.ShadowCryptUtilTest,1,1,4,
com.amaze.filemanager.test.ShadowShellInteractive,1.33,2,4,
com.amaze.filemanager.test.TestUtils,3,4,9,
com.amaze.filemanager.ui.ColorCircleDrawable,1,1,6,
com.amaze.filemanager.ui.ItemPopupMenu,4.33,13,26,
com.amaze.filemanager.ui.activities.AboutActivity,4.67,17,28,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity,2,4,14,
com.amaze.filemanager.ui.activities.MainActivity,3.81,5,305,
com.amaze.filemanager.ui.activities.MainActivity.FabActionListener,2.5,4,5,
com.amaze.filemanager.ui.activities.MainActivityTest,1.67,2,5,
com.amaze.filemanager.ui.activities.PreferencesActivity,2.5,6,40,
com.amaze.filemanager.ui.activities.TextEditorActivityEspressoTest,1.5,2,3,
com.amaze.filemanager.ui.activities.TextEditorActivityTest,1.2,2,6,
com.amaze.filemanager.ui.activities.superclasses.BasicActivity,1,1,4,
com.amaze.filemanager.ui.activities.superclasses.PermissionsActivity,2,5,12,
com.amaze.filemanager.ui.activities.superclasses.PreferenceActivity,1.6,4,8,
com.amaze.filemanager.ui.activities.superclasses.ThemedActivity,6.67,58,80,
com.amaze.filemanager.ui.activities.texteditor.TextEditorActivity,2.77,16,72,
com.amaze.filemanager.ui.colors.ColorPreference,n/a,n/a,0,
com.amaze.filemanager.ui.colors.ColorPreferenceHelper,1.5,2,12,
com.amaze.filemanager.ui.colors.ColorUtils,10,10,10,
com.amaze.filemanager.ui.colors.ColorUtilsTest,1,1,5,
com.amaze.filemanager.ui.dialogs.ColorPickerDialog,2.5,1,20,
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.ColorItemPair,1,1,1,
com.amaze.filemanager.ui.dialogs.ColorPickerDialog.SavedState,1,1,5,
com.amaze.filemanager.ui.dialogs.GeneralDialogCreation,2.97,16,95,
com.amaze.filemanager.ui.dialogs.GeneralDialogCreation.SizeFormatter,1.5,2,3,
com.amaze.filemanager.ui.dialogs.RenameBookmark,3,8,12,
com.amaze.filemanager.ui.dialogs.SmbConnectDialog,4.67,24,42,
com.amaze.filemanager.ui.dialogs.SmbSearchDialog,2.6,3,13,
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ElementViewHolder,1,1,1,
com.amaze.filemanager.ui.dialogs.SmbSearchDialog.ListViewAdapter,2.17,5,13,
com.amaze.filemanager.ui.dialogs.share.ShareAdapter,1,1,6,
com.amaze.filemanager.ui.dialogs.share.ShareAdapter.ViewHolder,2,3,4,
com.amaze.filemanager.ui.dialogs.share.ShareTask,3,9,15,
com.amaze.filemanager.ui.fragments.AppsListFragment,1.93,5,27,
com.amaze.filemanager.ui.fragments.CloudSheetFragment,3,8,15,
com.amaze.filemanager.ui.fragments.CloudSheetFragmentTest,1,1,1,
com.amaze.filemanager.ui.fragments.DbViewerFragment,1.67,3,5,
